Month,Ticker,Company_name,Stock_exchange,Industry,SIC_Code,BV_Y1,BV_Y2,BV_Y3,BV_Y4,BV_Y5,MV_Y1,MV_Y2,MV_Y3,MV_Y4,MV_Y5,BookValue_Quarterly,MarketValue_Quarterly,BMR_Quarterly,Size,Momentum
2,SIG,Signet Jewelers Ltd,NYSE,Consumer Cyclicals,5944,3060.7,3102.1,3113.4,1816.9,1839.6,9837.309122,6558.677819,3422.183532,1649.252468,1138.015758,1667.2,1138.015758,1.465006076,1272.556,-31.57067
2,SIGI,Selective Insurance Group Inc,NASDAQ,Financials,6331,1398.041,1531.37,1712.957,1791.802,2194.936,1920.623211,2490.714619,3427.575121,3588.694746,3872.388022,2194.936,3872.388022,0.566817165,3935.383,6.974077
2,SITC,Site Centers Corp,NYSE,Real Estate,6798,3455.185,3237.515,2890.932,2070.074,1978.414,6098.265259,5592.891776,3301.443739,2044.360198,2717.131673,1978.414,2717.131673,0.72812592,2463.249,26.64861
2,SIVB,SVB Financial Group,NASDAQ,Financials,6022,3198.134,3642.554,4179.795,5116.209,6470.307,6136.455871,8941.505215,12329.20022,9987.2277,12967.62358,6470.307,12967.62358,0.498958576,12414.49,32.18196
2,SIX,Six Flags Entertainment Corp,NYSE,Consumer Cyclicals,7996,24.216,-186.49,-505.112,-643.093,-716.118,5045.536702,5519.736341,5577.617244,4696.250388,3812.897534,-716.118,3812.897534,-0.187814646,3222.9,-18.91066
2,SJI,South Jersey Industries Inc,NYSE,Utilities,4924,1037.539,1289.24,1192.409,1267.022,1423.785,1629.805393,2677.607823,2484.317768,2377.072833,3047.159232,1423.785,3047.159232,0.46724995,2845.704,18.63309
2,SJM,J M Smucker Co,NYSE,Consumer Non-Cyclicals,2047,7008.5,6850.2,7891.1,7970.5,8190.9,14760.70315,14910.58068,14113.36011,10635.24785,11876.69179,8170.4,11876.69179,0.687935677,11817.34,11.3809
2,SKT,Tanger Factory Outlet Centers Inc,NYSE,Real Estate,6798,575.137,670.216,581.578,480.179,433.206,3134.209751,3437.358194,2505.942264,1899.502852,1368.311666,433.206,1368.311666,0.316598923,1359.025,-27.15133
2,SKX,Skechers USA Inc,NYSE,Consumer Cyclicals,3149,1327.556,1603.633,1829.064,2034.958,2314.665,4720.2319,3880.596381,5996.524931,3617.617317,6770.368518,2314.665,6770.368518,0.341881685,5844.879,88.68501
2,SKYW,SkyWest Inc,NASDAQ,Industrials,4512,1506.435,1350.943,1754.322,1964.281,2175.014,965.308765,1885.98584,2752.838184,2309.25408,3258.732755,2175.014,3258.732755,0.66744166,2781.727,45.33392
2,SLAB,Silicon Laboratories Inc,NASDAQ,Technology,3674,761.114,826.958,953.016,1067.29,1115.051,2018.035161,2713.605895,3758.501421,3400.524931,5030.431739,1115.051,5030.431739,0.221661094,4276.289,47.16407
2,SLB,Schlumberger NV,NYSE,Energy,1389,35633,41078,36842,36162,23760,87631.66661,116800.3401,93352.78529,49897.35281,55657.51687,23760,55657.51687,0.426896515,46395.1,11.41907
2,SLG,SL Green Realty Corp,NYSE,Real Estate,6798,7569.981,7626.485,6526.828,6201.948,5724.6,11269.81816,10897.20143,9917.958615,6743.209012,7360.532067,5724.6,7360.532067,0.777742689,7676.033,16.18613
2,SLGN,Silgan Holdings Inc,NASDAQ,Basic Materials,3411,639.184,469.415,766.065,881.265,1023.322,3244.306857,2817.518266,3243.860001,2612.794704,3442.67895,1023.322,3442.67895,0.297245841,3418.301,31.5834
2,SLM,SLM Corp,NASDAQ,Financials,6141,2096.323,2347.058,2474.256,2972.656,3311.836,2778.226996,4719.510341,4880.353203,3620.346683,3761.525131,3311.836,3761.525131,0.880450319,4598.412,7.220209
2,SLP,Simulations Plus Inc,NASDAQ,Healthcare,7372,22.73259,25.80489,31.92263,37.6816,156.03595,168.1330699,166.2741127,278.2851512,347.449423,512.3337207,39.18618,512.3337207,0.076485655,574.809,46.0804
2,SMG,Scotts Miracle-Gro Co,NYSE,Basic Materials,2873,715.2,648.8,354.6,718.7,697.2,3968.983169,5735.420759,6146.491727,3400.339156,5926.959743,624.6,5926.959743,0.105382865,6851.347,72.76277
2,SMP,Standard Motor Products Inc,NYSE,Consumer Cyclicals,3714,391.979,441.028,453.654,467.201,504.228,862.3163818,1215.220105,1015.783856,1086.36326,1195.133174,504.228,1195.133174,0.421901099,1090.912,9.890568
2,SMTC,Semtech Corp,NASDAQ,Technology,3674,528.051,605.263,665.013,682.58,676.954,1227.922531,2070.842081,2269.457896,3018.654151,3504.436676,688.721,3504.436676,0.196528305,3192.395,15.32593
2,SNA,Snap-On Inc,NYSE,Industrials,3423,2412.7,2617.2,2953.9,3098.8,3409.1,9950.844294,9937.959048,9936.352868,8090.003056,9290.971521,3409.1,9290.971521,0.366926106,8755.067,16.5944
2,SNBR,Sleep Number Corp,NASDAQ,Consumer Cyclicals,2515,222.339,160.32,89.156,-109.55,-159.431,1084.33086,1016.56542,1496.79621,1053.94368,1399.74548,-159.431,1399.74548,-0.113899993,1442.508,55.18438
2,SNEX,Stonex Group Inc,NASDAQ,Financials,6221,397.1,433.8,449.9,505.3,594.2,632.709762,731.3625396,799.6813403,696.1945106,933.1698656,594.2,933.1698656,0.636754381,919.1231,33.48824
2,SNPS,Synopsys Inc,NASDAQ,Technology,7373,3133.989,3195.146,3275.62,3479.152,4083.013,6907.765127,8834.956809,12676.35255,12595.14461,20954.45488,4083.013,20954.45488,0.194851788,22205.42,65.24217
2,SNV,Synovus Financial Corp,NYSE,Financials,6022,3000.196,2927.924,2961.566,3133.602,4941.69,4194.732896,5024.022503,5729.540902,3706.537665,5768.577763,4941.69,5768.577763,0.856656563,5153.474,22.53829
2,SNX,SYNNEX Corp,NYSE,Technology,5045,1799.381,1975.776,2283.695,3435.054,3788.45,3558.51733,4813.970713,5433.26323,4135.857018,6578.486533,3788.45,6578.486533,0.575884739,7086.571,59.32708
2,SO,Southern Co,NYSE,Utilities,4911,21319,25485,24491,25014,27796,42529.25202,48206.17442,48264.45566,45188.791,66804.3551,27796,66804.3551,0.416080658,73830.88,45.03643
2,SON,Sonoco Products Co,NYSE,Basic Materials,2656,1512.929,1532.358,1707.066,1759.086,1802.682,4125.34358,5262.035713,5282.16372,5302.857377,6178.039796,1802.682,6178.039796,0.291788668,5719.6,16.16789
2,SPG,Simon Property Group Inc,NYSE,Real Estate,6512,4471.464,4310.448,3686.168,3296.681,2526.398,61211.05636,55830.57965,54949.10845,51913.18837,47733.22741,2526.398,47733.22741,0.05292745,47083.05,-11.32805
2,SPGI,S&P Global Inc,NYSE,Industrials,7323,194,650,711,628,479,26646.174,27863.614,43197,42637.946,66733.42,479,66733.42,0.007177813,71787.61,60.67435
2,SPPI,Spectrum Pharmaceuticals Inc,NASDAQ,Healthcare,2834,212.857,236.026,351.339,271.41,190.393,411.4204781,356.8716476,1907.54941,935.49218,412.4105877,190.393,412.4105877,0.461658856,285.8217,-58.4
2,SPSC,SPS Commerce Inc,NASDAQ,Technology,7372,222.185,249.267,288.111,318.974,354.876,1174.191619,1190.8873,836.9297088,1428.941732,1932.122479,354.876,1932.122479,0.183671586,1979.901,34.54722
2,SPTN,SpartanNash Co,NASDAQ,Consumer Non-Cyclicals,5141,790.779,825.407,721.95,715.947,687.538,813.5689355,1482.007557,986.4057831,617.4463997,517.5860789,687.538,517.5860789,1.328354892,442.7065,-17.11292
2,SPXC,SPX Corp,NYSE,Industrials,3585,345.4,191.6,314.7,414.9,502.4,380.7076178,993.5645263,1337.504546,1215.411685,2246.106606,502.4,2246.106606,0.223675937,2166.195,81.64941
2,SR,Spire Inc,NYSE,Utilities,4924,1768.2,1991.3,2255.4,2543,2522.3,2575.447918,2947.108872,3629.370002,3756.345965,4246.911198,2586,4246.911198,0.608913132,4298.381,12.45949
2,SRC,Spirit Realty Capital Inc,NYSE,Real Estate,6798,3461.874,3682.108,3319.609,2801.749,3413.249,4422.771297,5251.530463,3911.596904,3024.004264,4904.7214,3413.249,4904.7214,0.695910883,5263.75,39.51774
2,SRCL,Stericycle Inc,NASDAQ,Industrials,4953,2729.891,2805.8,2896.6,2587.4,2330.9,10249.16387,6554.831376,5804.501839,3323.92523,5814.859303,2330.9,5814.859303,0.400852347,5711.903,73.91661
2,SRDX,Surmodics Inc,NASDAQ,Healthcare,3841,106.833,111.557,108.61,122.516,131.055,262.381488,336.9369436,369.486824,637.2545489,562.9603275,123.326,562.9603275,0.219066947,535.2313,-12.33601
2,SRE,Sempra Energy,NYSE,Utilities,4932,11829,12971,12690,17158,19949,23334.26431,25166.13632,26875.20559,29607.29942,42701.59639,19949,42701.59639,0.46717223,45283.76,40.01293
2,SSD,Simpson Manufacturing Co Inc,NYSE,Consumer Cyclicals,2493,849.824,865.842,884.778,855.514,891.957,1648.66737,2080.173463,2716.279919,2488.239287,3556.3727,891.957,3556.3727,0.250805266,3664.513,48.21726
2,SSP,E. W. Scripps Co,NASDAQ,Consumer Cyclicals,4833,900.983,945.935,936.853,926.165,897.935,1593.527435,1602.421819,1280.100298,1268.978504,1271.168303,897.935,1271.168303,0.706385612,982.3048,-0.1271427
2,SSTK,Shutterstock Inc,NYSE,Technology,7374,288.565,286.696,314.585,286.667,328.145,1166.915068,1669.306938,1492.062969,1261.680317,1520.378836,328.145,1520.378836,0.215831076,1536.352,19.07804
2,STAR,iStar Inc,NYSE,Real Estate,6798,1059.112,1016.564,879.703,862.978,1040.422,1109.406996,1000.452315,896.5601695,733.847695,1029.552819,1040.422,1029.552819,1.010557186,1145.386,58.23337
2,STBA,S&T Bancorp Inc,NASDAQ,Financials,6022,792.237,841.956,884.031,935.761,1191.998,1072.894622,1363.004418,1392.521634,1324.649252,1593.884648,1191.998,1593.884648,0.747857131,1487.06,6.474626
2,STC,Stewart Information Services Corp,NYSE,Financials,6361,629.281,641.2,672.211,673.525,747.306,869.251448,1076.949366,1005.217877,982.8688716,966.997068,747.306,966.997068,0.77281103,989.7673,-1.473433
2,STE,Steris plc,NYSE,Healthcare,3841,3023.034,2798.602,3205.96,3177.81,3393.876,6463.043407,5741.565462,7439.530192,9028.788137,12922.64239,3382.68,12922.64239,0.261763802,12775.95,42.64858
2,STL,Sterling Bancorp,NYSE,Financials,6022,1665.073,1855.183,4240.178,4428.853,4530.113,2104.394608,3149.944481,5529.340573,3569.921837,4183.43823,4530.113,4183.43823,1.082868385,3969.106,27.68019
2,STLD,Steel Dynamics Inc,NASDAQ,Basic Materials,3312,2679.727,2927.02,3351.574,3935.071,4075.834,4326.750644,8674.946097,10219.73044,6895.748869,7333.991833,4075.834,7333.991833,0.555745642,6437.711,13.31558
2,STMP,Stamps.Com Inc,NASDAQ,Technology,7389,238.969,372.712,497.813,613.665,665.625,1819.592862,1955.057775,3286.008384,2817.399638,1425.992501,665.625,1425.992501,0.466780155,1271.842,-46.33771
2,STOR,STORE Capital Corp,NYSE,Real Estate,6798,2059.793,2483.255,3170.942,3863.501,4485.385,3267.923348,3852.032164,4948.044998,6258.543734,8931.004796,4485.385,8931.004796,0.502226245,9413.049,31.54364
2,STRA,Strategic Education Inc,NASDAQ,Academic & Educational Services,8221,142.856,188.374,209.197,1425.224,1462.71,662.9538812,894.5058335,1041.259377,2462.267105,3490.20815,1462.71,3490.20815,0.419089618,3565.664,40.09875
2,STT,State Street Corp,NYSE,Financials,6022,21103,21219,22317,24737,24431,26775.33839,29979.29529,36197.36833,23963.23988,28269.50281,24431,28269.50281,0.864217534,27029.36,25.41621
2,STX,Seagate Technology PLC,NASDAQ,Technology,3572,1593,1364,1665,2162,1787,10962.50821,11241.93447,12105.08939,11044.51345,15631.3114,1830,15631.3114,0.117072711,14971.9,54.18502
2,STZ,Constellation Brands Inc,NYSE,Consumer Non-Cyclicals,2082,6559.6,6891.2,7975.1,12551,12131.8,28420.13317,30824.33052,44684.475,30624.04614,36186.3124,11709.4,36186.3124,0.32358644,36087.63,17.98905
2,SUPN,Supernus Pharmaceuticals Inc,NASDAQ,Healthcare,2834,88.007,191.755,267.48,453.023,595.428,657.5297837,1250.089019,2042.79596,1737.956887,1246.091015,595.428,1246.091015,0.477836685,1199.829,-28.59724
2,SVC,Service Properties Trust,NASDAQ,Real Estate,6798,2812.082,3129.389,2755.422,2597.431,2505.878,3962.961581,5213.904757,4905.821859,3926.884011,4003.854845,2505.878,4003.854845,0.625866346,3551.313,1.884425
2,SWK,Stanley Black & Decker Inc,NYSE,Industrials,3546,5811.6,6367,8302.2,7836.2,9136.3,15980.2896,17282.48287,26022.24895,18087.93566,25194.43639,9136.3,25194.43639,0.362631648,24458.18,38.41658
2,SWKS,Skyworks Solutions Inc,NASDAQ,Technology,3674,3541.4,4065.7,4097,4122.3,4164.2,14686.13817,13872.86772,17393.85157,11898.1943,20594.96917,4267.3,20594.96917,0.207201087,19253.04,80.36407
2,SWM,Schweitzer-Mauduit International Inc,NYSE,Basic Materials,2621,467.9,508.3,546.7,557.9,597.7,1279.536034,1390.283592,1393.530234,770.7246476,1297.350795,597.7,1297.350795,0.460708085,1082.322,67.62476
2,SWN,Southwestern Energy Co,NYSE,Energy,1311,2282,917,1979,2362,3246,2733.642626,5360.804479,2859.33516,1982.157237,1309.938561,3246,1309.938561,2.477978813,849.8363,-29.03226
2,SWX,Southwest Gas Holdings Inc,NYSE,Utilities,4923,1594.408,1663.49,1814.768,2252.042,2505.914,2613.226954,3638.07605,3841.458483,4018.886726,4149.955453,2505.914,4149.955453,0.603841181,4124.81,-0.6928086
2,SXC,SunCoke Energy Inc,NYSE,Basic Materials,3312,289.9,311.1,426.2,463.1,491.6,222.043454,728.1871456,771.6264497,553.5990423,524.9660096,491.6,524.9660096,0.936441581,495.4735,-27.1345
2,SXI,Standex International Corp,NYSE,Industrials,3585,369.959,408.664,450.795,464.313,461.632,1061.960203,1119.495655,1302.465744,861.8415384,988.824786,489.604,988.824786,0.495137265,910.8475,18.11551
2,SXT,Sensient Technologies Corp,NYSE,Basic Materials,2087,845.127,835.741,852.301,859.947,881.589,2840.796726,3500.174481,3180.261061,2361.061431,2796.831516,881.589,2796.831516,0.315209906,2528.56,18.33482
2,SYF,Synchrony Financial,NYSE,Financials,6153,12604,14196,14234,14678,15088,25356.64486,29939.64424,30215.86048,16861.44601,23269.40096,15088,23269.40096,0.648405175,20943.12,53.49531
2,SYK,Stryker Corp,NYSE,Healthcare,3845,8511,9550,9966,11730,12807,34901.03624,44863.06033,57946.95478,58653.85708,78594.56095,12807,78594.56095,0.162950207,78886.08,33.93302
2,SYKE,Sykes Enterprises Inc,NASDAQ,Technology,7373,678.68,724.522,796.479,826.609,874.475,1316.170991,1237.935789,1349.127193,1057.983997,1532.631453,874.475,1532.631453,0.57057096,1391.768,49.57542
2,SYNA,Synaptics Inc,NASDAQ,Technology,3674,705,740.2,729.3,657.3,819.1,2944.514185,1869.928926,1359.216033,1288.161827,2200.938987,691.3,2200.938987,0.314093214,2263.486,76.75356
2,SYNH,Syneos Health Inc,NASDAQ,Healthcare,8731,217.434,301.473,3022.579,2856.144,3029.654,2595.486947,2820.23558,4549.440779,4061.939873,6173.296183,3029.654,6173.296183,0.49076764,6368.922,51.14359
2,SYY,Sysco Corp,NYSE,Consumer Non-Cyclicals,5141,3479.608,2381.516,2506.957,2502.603,1158.613,23145.12045,30283.58658,31643.75031,32569.89183,43526.38848,2527.526,43526.38848,0.05806882,41910.04,36.51452
2,T,AT&T Inc,NYSE,Technology,4813,122671,123135,140861,184089,184221,211690.32,261176.73,238684.32,207714.12,285479.4,184221,285479.4,0.645304004,272916.3,36.93062
2,TALO,Talos Energy Inc,NYSE,Energy,1311,120.895,6.986,-54.087,1007.496,1078.277,0,0,0,883.8221338,1634.039068,1078.277,1634.039068,0.659884468,1189.082,84.74265
2,TAP,Molson Coors Beverage Co,NYSE,Consumer Non-Cyclicals,2082,7043,11418.7,12978.4,13507.4,13419.4,17310.80554,20910.05102,17713.72194,12162.87232,11719.95026,13419.4,11719.95026,1.145004859,12041.51,-4.024214
2,TBI,TrueBlue Inc,NYSE,Industrials,7363,535.573,525.179,554.847,591.439,625.973,1081.094057,1047.097391,1137.441443,900.7970573,937.2642293,625.973,937.2642293,0.667872496,853.5041,8.13483
2,TBK,Triumph Bancorp Inc,NASDAQ,Financials,6022,268.038,289.345,391.698,636.607,636.59,297.3003,473.4337995,655.85835,780.5089017,949.1678172,636.59,949.1678172,0.670682242,973.1342,28.01347
2,TCBI,Texas Capital Bancshares Inc,NASDAQ,Financials,6022,1623.533,2009.557,2202.721,2500.394,2801.321,2265.628321,3877.624408,4411.799851,2564.754274,2857.673557,2801.321,2857.673557,0.980280268,2766.576,11.11764
2,TCF,TCF Financial Corp,NASDAQ,Financials,6022,1015.974,2581.526,2668.749,2836.26,5707.015,1306.767636,3821.51046,3805.403596,2615.617082,7179.437866,5707.015,7179.437866,0.794911121,6467.402,27.83393
2,TCMD,Tactile Systems Technology Inc,NASDAQ,Healthcare,3841,27.278,59.639,72.787,89.27,112.595,0,275.9148847,512.9977583,841.4246981,1292.99979,112.595,1292.99979,0.087080447,1069.183,48.21076
2,TCO,Taubman Centers Inc,NYSE,Real Estate,6798,112.807,72.08,22.24,-92.873,-10.223,4621.1188,4467.635219,3972.429671,2777.860133,1903.342391,-10.223,1903.342391,-0.005371078,1617.432,-31.65531
2,TDC,Teradata Corp,NYSE,Technology,7373,849,971,668,495,262,3513.86,3529.383,4653.66,4534.152,3011.625,262,3011.625,0.086996223,2701.74,-30.21376
2,TDG,TransDigm Group Inc,NYSE,Industrials,3728,-651.49,-2951.204,-1808.471,-2894.905,-3972,12264.8975,13281.45136,14269.17336,17937.63281,29987.07544,-4303,29987.07544,-0.143495154,34446.36,64.67682
2,TDS,Telephone and Data Systems Inc,NYSE,Technology,4813,4126.374,4145,4269,4560,4653,2815.819209,3174.048001,3079.878072,3437.278817,2733.107051,4653,2733.107051,1.702458013,2597.849,-21.85003
2,TDY,Teledyne Technologies Inc,NYSE,Technology,3812,1344.1,1554.4,1947.3,2229.7,2714.7,3143.683757,4297.786788,6419.31962,7470.900686,12638.36786,2714.7,12638.36786,0.214798305,13313.74,67.35403
2,TECH,Bio-Techne Corp,NASDAQ,Healthcare,2836,879.28,949.627,1079.061,1165.589,1381.192,3347.22177,3836.550487,4853.22516,5465.461511,8366.00551,1323.348,8366.00551,0.158181584,8002.376,51.6791
2,TEL,TE Connectivity Ltd,NYSE,Industrials,3679,8485,9751,10831,10570,9383,24959.22375,24618.16449,33419.59987,25943.66142,32056.04873,10557,32056.04873,0.329329422,30801.21,26.7222
2,TER,Teradyne Inc,NASDAQ,Technology,3825,1965.786,1828.659,1953.646,1522.354,1480.158,4248.043397,5111.041645,8213.124155,5624.862176,11427.12125,1480.158,11427.12125,0.129530261,11058.45,117.304
2,TEX,Terex Corp,NYSE,Industrials,3537,1877.4,1484.7,1222,860.5,932.3,2005.08,3339.027,4055.302,2031.909,2123.314,932.3,2123.314,0.439077781,1807.455,8.015966
2,TFX,Teleflex Inc,NYSE,Healthcare,3841,2009.272,2139.341,2430.531,2539.978,2979.32,5468.564891,7099.179465,11209.15861,11885.45838,17427.63424,2979.32,17427.63424,0.170953783,17199.43,45.63602
2,TG,Tredegar Corp,NYSE,Basic Materials,3354,272.748,310.783,343.78,354.857,376.749,445.0976774,790.117176,634.1170752,526.1717406,745.3753608,376.749,745.3753608,0.50544869,678.6725,40.92056
2,TGI,Triumph Group Inc,NYSE,Industrials,3724,934.944,846.473,450.534,-573.313,-781.264,1960.393521,1312.944514,1350.413958,573.1072035,1265.659069,-532.897,1265.659069,-0.421043086,1023.237,119.7391
2,TGNA,Tegna Inc,NYSE,Consumer Cyclicals,4833,2191.971,2271.418,995.041,1340.924,1590.377,5657.595407,4586.36917,3030.097988,2340.332849,3620.121952,1590.377,3620.121952,0.439315863,3665.678,53.54186
2,TGT,Target Corp,NYSE,Consumer Cyclicals,5399,12957,10953,11651,11297,11833,44731.5074,40571.26336,35468.11535,34487.98282,64968.76628,11833,64968.76628,0.182133672,56116.05,93.99306
2,THC,Tenet Healthcare Corp,NYSE,Healthcare,8062,691,417,-147,-119,-417,3019.977002,1478.593402,1530.202934,1756.820862,3951.134076,-417,3951.134076,-0.105539319,3287.238,121.8786
2,THG,Hanover Insurance Group Inc,NYSE,Financials,6331,2844.4,2857.5,2997.7,2954.7,2916.2,3517.732616,3871.864459,4590.69746,4943.166842,5383.643412,2916.2,5383.643412,0.541677778,5321.472,17.04205
2,THO,Thor Industries Inc,NYSE,Consumer Cyclicals,3792,1265.222,1576.54,1937.741,2084.425,2319.782,2946.898832,5261.233402,7942.094693,2745.963012,4100.715583,2113.53,4100.715583,0.515405167,4444.624,42.86538
2,THRM,Gentherm Inc,NASDAQ,Consumer Cyclicals,3714,384.291,460.405,553.874,479.699,472.65,1721.652135,1235.874941,1164.606764,1353.588027,1449.757203,472.65,1449.757203,0.326020108,1509.734,11.03052
2,THS,TreeHouse Foods Inc,NYSE,Consumer Non-Cyclicals,2038,1854.859,2503.324,2263.3,2160,1830.9,3381.25763,4095.383458,2829.863001,2839.621308,2726.329482,1830.9,2726.329482,0.671562264,2507.1,-4.358113
2,TIF,Tiffany & Co,NYSE,Consumer Cyclicals,5944,2911.4,3013.5,3233.4,3117.4,3322.9,9781.281426,9636.547243,12918.63667,9813.940352,16030.38863,3322.9,16030.38863,0.207287551,16080.26,66.00422
2,TILE,Interface Inc,NASDAQ,Consumer Cyclicals,2273,342.366,340.729,330.091,354.663,368.202,1260.37968,1201.871418,1515.323288,848.166669,969.168622,368.202,969.168622,0.379915313,939.3775,16.42105
2,TJX,TJX Companies Inc,NYSE,Consumer Cyclicals,5651,4307.075,4510.599,5148.309,5048.606,5948.212,47476.31054,48977.30252,48345.84953,55170.9184,73466.39691,5948.212,73466.39691,0.08096507,71595.89,36.47742
2,TKR,Timken Co,NYSE,Industrials,3562,1324.5,1279.7,1442.7,1579.6,1868.2,2372.785737,3089.245059,3814.881546,2868.447071,4241.505083,1868.2,4241.505083,0.440456858,3956.77,50.88425
2,TMHC,Taylor Morrison Home Corp,NYSE,Consumer Cyclicals,1531,519.918,551.81,1596.117,2415.192,2537.706,1956.278784,2300.050848,2926.113106,1900.718865,2313.67556,2537.706,2313.67556,1.096828805,2739.152,37.48429
2,TMO,Thermo Fisher Scientific Inc,NYSE,Healthcare,3826,21350.2,21539.3,25413,27586,29675,56612.0086,55738.05925,76140.99839,90092.56853,130270.0199,29675,130270.0199,0.227796081,125586.4,45.16735
2,TMP,Tompkins Financial Corp,NYSE AMERICAN,Financials,6022,515.014,547.953,574.78,619.459,661.642,841.2590534,1423.389891,1236.784388,1148.581399,1362.484685,661.642,1362.484685,0.485614266,1286.184,21.98373
2,TMUS,T-Mobile US Inc,NASDAQ,Technology,4812,16557,18236,22559,24718,28789,31923.38246,47389.12732,52838.03986,53966.28013,67198.52147,28789,67198.52147,0.428417164,67860.53,23.28248
2,TNC,Tennant Co,NYSE,Industrials,3589,252.207,278.543,296.503,314.422,359.9,1003.521603,1255.307762,1296.914454,944.49375,1423.35677,359.9,1423.35677,0.252852979,1410.578,49.52984
2,TOL,Toll Brothers Inc,NYSE,Consumer Cyclicals,1531,4222.557,4229.292,4531.194,4760.199,5071.816,5804.9226,5034.493,7355.36746,4791.315,5479.87896,5071.816,5479.87896,0.925534311,5757.883,19.98178
2,TPH,TRI Pointe Group Inc,NYSE,Consumer Cyclicals,1531,1664.683,1829.447,1929.722,2056.924,2186.53,2050.180213,1837.542503,2695.748984,1554.271281,2121.211282,2186.53,2121.211282,1.030793122,2213.793,42.54346
2,TPR,Tapestry Inc,NYSE,Consumer Cyclicals,5632,2682.9,3001.9,3244.6,3513.4,2276.4,9083.164664,9818.388884,12577.91673,9780.61473,7441.984346,3322.4,7441.984346,0.446440068,7110.862,-20.08889
2,TPRE,Third Point Reinsurance Ltd,NYSE,Financials,6331,1379.726,1414.051,1656.089,1204.574,1414.074,1414.477963,1228.734368,1573.166883,902.6858404,991.252239,1414.074,991.252239,1.426553146,1026.067,9.12863
2,TPX,Tempur Sealy International Inc,NYSE,Consumer Cyclicals,2515,290.2,-44.9,112.5,214.6,359.5,4385.17146,3953.455972,3396.583632,2256.260794,4709.098645,359.5,4709.098645,0.076341573,4955.75,110.2898
2,TR,Tootsie Roll Industries Inc,NYSE,Consumer Non-Cyclicals,2064,698.183,711.364,733.84,750.622,759.854,1997.078819,2471.839135,2275.682923,2185.924731,2246.024361,759.854,2246.024361,0.338310667,2222.508,5.282032
2,TREE,LendingTree Inc,NASDAQ,Financials,6141,241.142,231.435,294.285,346.208,402.326,1030.456368,1194.876568,4074.777279,2812.639881,3955.492423,402.326,3955.492423,0.101713253,4045.289,38.19739
2,TREX,Trex Company Inc,NYSE,Consumer Cyclicals,2429,116.463,134.161,231.25,342.963,449.175,1174.176838,1893.001228,3189.363719,3487.651686,5234.676003,449.175,5234.676003,0.085807603,5731.027,51.41508
2,TRHC,Tabula Rasa HealthCare Inc,NASDAQ,Healthcare,7374,-2.655,56.106,123.888,139.009,185.548,0,241.1962157,538.0533048,1304.908079,1080.940033,185.548,1080.940033,0.171654296,1289.444,-23.65119
2,TRIP,Tripadvisor Inc,NASDAQ,Consumer Cyclicals,4724,1412,1502,1363,1471,1161,12381.97513,6756.165061,4785.7834,7438.397255,4173.658233,1161,4173.658233,0.278173232,3753.27,-43.67816
2,TRMB,Trimble Inc,NASDAQ,Technology,3829,2219.7,2305.8,2414.5,2674.4,3119,5372.830728,7555.10166,10115.15823,8265.240826,10386.38404,3119,10386.38404,0.300297003,10593.18,26.67881
2,TRMK,Trustmark Corp,NASDAQ,Financials,6021,1473.057,1520.208,1571.701,1591.453,1660.702,1556.533786,2410.912247,2158.264421,1871.67185,2215.545831,1660.702,2215.545831,0.749567884,2053.116,21.38585
2,TRN,Trinity Industries Inc,NYSE,Industrials,3743,3653.9,3918.5,4501.1,2210.8,2030.1,3671.583489,4226.646908,5685.814593,3012.288462,2717.474456,2030.1,2717.474456,0.74705394,2433.583,7.576489
2,TROW,T. Rowe Price Group Inc,NASDAQ,Financials,6282,4762,5008.6,5824.4,6124.3,7102.1,17950.80779,18320.77894,25425.59208,22217.24172,28471.24637,7102.1,28471.24637,0.249448159,31406.26,31.97573
2,TRST,TrustCo Bank Corp N Y,NASDAQ,Financials,6022,413.31,432.686,458.308,489.871,538.257,584.898285,837.42029,884.1898832,663.0779411,840.2687167,538.257,840.2687167,0.640577222,768.5914,26.38484
2,TRUP,Trupanion Inc,NASDAQ,Financials,6399,45.356,44.715,48.434,129.173,136.76,277.1468046,454.0198606,879.2650631,866.2799626,1309.115257,136.76,1309.115257,0.104467501,1115.508,47.13276
2,TRV,Travelers Companies Inc,NYSE,Financials,6331,23598,23221,23731,22894,25943,34334.13332,34774.47389,37124.10862,31719.71578,35348.54399,25943,35348.54399,0.733919904,33628.91,14.36325
2,TSCO,Tractor Supply Co,NASDAQ,Consumer Cyclicals,5154,1393.294,1453.218,1418.673,1561.82,1567.123,11485.5499,9950.038771,9385.936209,10185.35843,11062.00896,1567.123,11062.00896,0.141667124,10901.36,11.98466
2,TSE,Trinseo SA,NYSE,Basic Materials,2821,389.014,445.053,674.8,768.7,668.9,1375.5396,2647.936836,3172.960421,1937.442424,1457.880395,668.9,1457.880395,0.458816788,1125.244,-18.71996
2,TSN,Tyson Foods Inc,NYSE,Consumer Non-Cyclicals,2011,9608,10541,12803,14082,15465,19415.39222,22063.92146,29782.59332,19505.27884,33233.0709,14419,33233.0709,0.433875041,29612.47,70.48689
2,TT,Trane Technologies PLC,NYSE,Industrials,3585,5816.7,6643.8,7140.3,7022.7,7267.6,0,0,6650.648514,4064.697972,7505.932241,7267.6,7505.932241,0.968247483,31750.97,45.69769
